"","Property_Sector","Origination_Date","Fixed_Maturity","Recent_NOI","Recent_Value","Orig_Note_Amount","Year_Built","Physical_Occupancy_At_Securitiza","Scheduled_Balloon","FSH","Health","Industrial","LSH","Mixed_Use","Mobile_Home","Multi_family","Office","Other","Retail_Anchored","Retail_Unanchored","Self_Storage","Warehouse","Spread","Inv_Bank_Dummy"
"12000","Multi-family",1996-10-01,2003-10-01,521871.83,4045000,3110000,1926,-1,2951774.47,0,0,0,0,0,0,1,0,0,0,0,0,0,2.22575,0
"12001","Multi-family",1997-12-01,2007-12-01,321541.88,3800000,3040000,1973,-1,2656407.96,0,0,0,0,0,0,1,0,0,0,0,0,0,1.10075,0
"12002","Multi-family",1997-08-01,2007-08-01,304872.3,3700000,2975000,1996,-1,2657180.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.67075,0
"12003","Multi-family",1997-07-01,2007-07-01,530678.38,3640000,2952000,1926,-1,2662660.76,0,0,0,0,0,0,1,0,0,0,0,0,0,1.71575,0
"12004","Multi-family",1997-10-01,2007-10-01,545543.74,4770000,2900000,1919,-1,2591006.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1.71575,0
"12005","Multi-family",1998-01-01,2008-01-01,750195.19,7350000,2864000,1974,-1,1949304.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1.12575,0
"12006","Multi-family",1997-12-01,2007-12-01,262040.81,4100000,2850000,1959,-1,2515481.36,0,0,0,0,0,0,1,0,0,0,0,0,0,1.46575,0
"12007","Multi-family",1998-01-01,2008-01-01,348010.95,3700000,2807600,1972,-1,2480754.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1.63575,0
"12008","Multi-family",1997-11-01,2007-11-01,444042.91,3880000,2800000,1981,-1,2482757.32,0,0,0,0,0,0,1,0,0,0,0,0,0,1.59075,0
"12009","Multi-family",1997-10-01,2007-10-01,503953.01,3950000,2700000,1988,-1,2210996.92,0,0,0,0,0,0,1,0,0,0,0,0,0,1.50575,0
"12010","Multi-family",1997-06-01,2007-06-01,347409,3300000,2600000,1972,-1,2373230.33,0,0,0,0,0,0,1,0,0,0,0,0,0,1.95575,0
"12011","Multi-family",1998-01-01,2008-01-01,455597.42,7500000,2500000,1966,-1,2172678.78,0,0,0,0,0,0,1,0,0,0,0,0,0,1.01575,0
"12012","Multi-family",1997-11-01,2007-11-01,383832,3270000,2500000,1977,-1,2220832.15,0,0,0,0,0,0,1,0,0,0,0,0,0,1.69075,0
"12013","Multi-family",1997-10-01,2007-10-01,272932.93,3370000,2360000,1986,-1,2097608.22,0,0,0,0,0,0,1,0,0,0,0,0,0,1.45075,0
"12014","Multi-family",1997-12-01,2007-12-01,278650,3450000,2340000,1985,-1,2051145.26,0,0,0,0,0,0,1,0,0,0,0,0,0,1.19575,0
"12015","Multi-family",1997-07-01,2007-07-01,379995.18,2780000,2224000,1920,-1,2006015.68,0,0,0,0,0,0,1,0,0,0,0,0,0,1.71575,0
"12016","Multi-family",1997-11-01,2007-11-01,406740.92,3400000,2125000,1975,-1,1749645.53,0,0,0,0,0,0,1,0,0,0,0,0,0,1.90575,0
"12017","Multi-family",1997-09-01,2007-09-01,218290.32,3125000,2110000,1964,-1,1896706.91,0,0,0,0,0,0,1,0,0,0,0,0,0,1.67575,0
"12018","Multi-family",1998-01-01,2008-01-01,259455.49,2645000,2100000,1900,-1,1835225.25,0,0,0,0,0,0,1,0,0,0,0,0,0,1.20575,0
"12019","Multi-family",1998-01-01,2008-01-01,290919.4,2870000,2090000,1990,-1,1834559.31,0,0,0,0,0,0,1,0,0,0,0,0,0,1.40075,0
"12020","Multi-family",1997-12-01,2007-12-01,301804,2700000,2080000,1969,-1,1853610.18,0,0,0,0,0,0,1,0,0,0,0,0,0,1.83075,0
"12021","Multi-family",1998-02-01,2008-02-01,282371.31,3e+06,2050000,1991,-1,1789382.13,0,0,0,0,0,0,1,0,0,0,0,0,0,1.27575,0
"12022","Multi-family",1997-04-01,2007-04-01,239001.86,3150000,2021851,1989,-1,1852370.26,0,0,0,0,0,0,1,0,0,0,0,0,0,2.11075,0
"12023","Multi-family",1997-12-01,2007-12-01,225327.59,2505000,2e+06,1987,-1,1765694.49,0,0,0,0,0,0,1,0,0,0,0,0,0,1.47575,0
"12024","Multi-family",1998-01-01,2008-01-01,224666.53,3e+06,2e+06,1986,-1,1624835.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.61075,0
"12025","Multi-family",1998-01-01,2008-01-01,300087.33,2540000,2e+06,1967,-1,1617536.46,0,0,0,0,0,0,1,0,0,0,0,0,0,1.48575,0
"12026","Multi-family",1997-09-01,2007-09-01,287973.87,2900000,2e+06,1973,-1,1790258.88,0,0,0,0,0,0,1,0,0,0,0,0,0,1.54575,0
"12027","Multi-family",1997-07-01,2007-07-01,117137.21,2380000,1057778,1989,-1,953880.08,0,0,0,0,0,0,1,0,0,0,0,0,0,1.73075,0
"12028","Multi-family",1997-07-01,2007-07-01,108086.86,2380000,846222,1988,-1,763104.17,0,0,0,0,0,0,1,0,0,0,0,0,0,1.73075,0
"12029","Multi-family",1997-11-01,2007-11-01,276898,2250000,1800000,1965,-1,1591512.68,0,0,0,0,0,0,1,0,0,0,0,0,0,1.52575,0
"12030","Multi-family",1997-12-01,2007-12-01,284789.19,2900000,1761000,1950,-1,1559363.99,0,0,0,0,0,0,1,0,0,0,0,0,0,1.59575,0
"12031","Multi-family",1997-10-01,2007-10-01,228546.96,2100000,1680000,1986,-1,1487699.88,0,0,0,0,0,0,1,0,0,0,0,0,0,1.37575,0
"12032","Multi-family",1998-01-01,2008-01-01,242371.76,2090000,1625000,1969,-1,1320179.13,0,0,0,0,0,0,1,0,0,0,0,0,0,1.63575,0
"12033","Multi-family",1997-11-01,2007-11-01,239789.64,2050000,1600000,1966,-1,1411666.98,0,0,0,0,0,0,1,0,0,0,0,0,0,1.41575,0
"12034","Multi-family",1997-11-01,2007-11-01,153261.92,1950000,1560000,1968,-1,1379310.01,0,0,0,0,0,0,1,0,0,0,0,0,0,1.52575,0
"12035","Multi-family",1998-01-01,2008-01-01,171221.64,1790000,1432000,1982,-1,1256657.61,0,0,0,0,0,0,1,0,0,0,0,0,0,1.36575,0
"12036","Multi-family",1998-01-01,2008-01-01,161082.85,1635000,1300000,1971,-1,1147221.59,0,0,0,0,0,0,1,0,0,0,0,0,0,1.58575,0
"12037","Multi-family",1997-06-01,2007-06-01,188373.41,1670000,1300000,1972,-1,1182205.27,0,0,0,0,0,0,1,0,0,0,0,0,0,1.76075,0
"12038","Multi-family",1997-12-01,2007-12-01,189573.54,1575000,1260000,1910,-1,1117250.08,0,0,0,0,0,0,1,0,0,0,0,0,0,1.50075,0
"12039","Multi-family",1997-12-01,2007-12-01,159585,1650000,1225000,1979,-1,1091669.07,0,0,0,0,0,0,1,0,0,0,0,0,0,1.83075,0
"12040","Multi-family",1997-12-01,2007-12-01,226020.13,1900000,1200000,1973,-1,1065228.67,0,0,0,0,0,0,1,0,0,0,0,0,0,1.69575,0
"12041","Multi-family",1997-06-01,2007-06-01,110724.75,1350000,1080000,1974,-1,981269.23,0,0,0,0,0,0,1,0,0,0,0,0,0,1.74575,0
"12042","Multi-family",1997-12-01,2007-12-01,137037.93,1290000,1030000,1960,-1,910474.21,0,0,0,0,0,0,1,0,0,0,0,0,0,1.37575,0
"12043","Multi-family",1997-12-01,2007-12-01,153730.83,1290000,1020000,1986,-1,896397.21,0,0,0,0,0,0,1,0,0,0,0,0,0,1.24575,0
"12044","Multi-family",1997-06-01,2007-06-01,101378.11,1200000,9e+05,1969,-1,819532.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.74575,0
"12045","Multi-family",1998-01-01,2008-01-01,286129.18,3265000,9e+05,1969,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.71575,0
"12046","Retail Anchored",1998-01-01,2008-01-01,5878266,6.7e+07,36600000,1986,-1,29189674.54,0,0,0,0,0,0,0,0,0,1,0,0,0,1.03075,0
"12047","Retail Anchored",1998-02-01,2008-02-01,3331365.49,37900000,3e+07,1990,-1,26158541.21,0,0,0,0,0,0,0,0,0,1,0,0,0,1.23575,0
"12048","Retail Unanchored",1998-01-01,2008-01-01,2668338.36,24700000,19325000,1977,-1,16898594.57,0,0,0,0,0,0,0,0,0,0,1,0,0,1.22875,0
"12049","Retail Unanchored",1997-01-01,2007-01-01,1967489.62,2.1e+07,15750000,1995,-1,14334982.38,0,0,0,0,0,0,0,0,0,0,1,0,0,2.28075,0
"12050","Retail Unanchored",1997-10-01,2007-10-01,1741138.09,2e+07,15250000,1996,-1,13551145.05,0,0,0,0,0,0,0,0,0,0,1,0,0,1.51575,0
"12051","Retail Unanchored",1998-01-01,2008-01-01,1915432.22,14700000,1.1e+07,1962,-1,9670430.6,0,0,0,0,0,0,0,0,0,0,1,0,0,1.43575,0
"12052","Retail Unanchored",1997-11-01,2007-11-01,1125734.66,11300000,8275000,1989,-1,7396316.26,0,0,0,0,0,0,0,0,0,0,1,0,0,1.94575,0
"12053","Retail Anchored",1997-12-01,2004-12-01,1109713.52,10800000,8100000,1987,-1,7487834.12,0,0,0,0,0,0,0,0,0,1,0,0,0,1.27575,0
"12054","Retail Unanchored",1998-01-01,2008-01-01,818534.1,10900000,8e+06,1997,-1,7049151.42,0,0,0,0,0,0,0,0,0,0,1,0,0,1.50075,0
"12055","Retail Unanchored",1997-09-01,2004-09-01,1086722,10700000,8e+06,1986,-1,7572911.41,0,0,0,0,0,0,0,0,0,0,1,0,0,2.20575,0
"12056","Retail Unanchored",1998-02-01,2008-02-01,937020,9950000,6662500,1984,-1,5280124.84,0,0,0,0,0,0,0,0,0,0,1,0,0,0.945749999999999,0
"12057","Retail Anchored",1998-01-01,2008-01-01,747625,7600000,5700000,1988,-1,4643184.59,0,0,0,0,0,0,0,0,0,1,0,0,0,1.70075,0
"12058","Retail Anchored",1997-10-01,2007-10-01,735468.95,6500000,5200000,1986,-1,4235668.8,0,0,0,0,0,0,0,0,0,1,0,0,0,1.37575,0
"12059","Retail Unanchored",1997-12-01,2007-12-01,616608,6700000,5e+06,1990,-1,4133452.51,0,0,0,0,0,0,0,0,0,0,1,0,0,2.10575,0
"12060","Retail Unanchored",1997-11-01,2007-11-01,620030,6500000,4875000,1994,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.3829792,0
"12061","Retail Unanchored",1997-12-01,2007-12-01,611980,6800000,4800000,1986,-1,4276525.76,0,0,0,0,0,0,0,0,0,0,1,0,0,1.84575,0
"12062","Retail Unanchored",1998-03-01,2008-03-01,541213.42,6300000,4550000,1996,-1,3700723.28,0,0,0,0,0,0,0,0,0,0,1,0,0,1.75575,0
"12063","Retail Anchored",1997-09-01,2007-09-01,646232.24,6e+06,4500000,1980,-1,4044170.37,0,0,0,0,0,0,0,0,0,1,0,0,0,1.46575,0
"12064","Retail Anchored",1998-01-01,2008-01-01,494180.5,5900000,4440000,1996,-1,3934834.7,0,0,0,0,0,0,0,0,0,1,0,0,0,1.75575,0
"12065","Retail Unanchored",1997-06-01,2007-06-01,1035406.95,6600000,4387400,1984,-1,3736912.02,0,0,0,0,0,0,0,0,0,0,1,0,0,2.27575,0
"12066","Retail Unanchored",1997-09-01,2007-09-01,777819.68,5500000,4300000,1985,-1,3594941.65,0,0,0,0,0,0,0,0,0,0,1,0,0,1.98575,0
"12067","Retail Unanchored",1998-01-01,2008-01-01,524678.94,5675000,4250000,1925,-1,3786727.68,0,0,0,0,0,0,0,0,0,0,1,0,0,1.97575,0
"12068","Retail Unanchored",1997-12-01,2007-12-01,606195.14,5400000,4240000,1985,-1,3776684.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1.83575,0
"12069","Retail Anchored",1997-11-01,2007-11-01,544844.35,5410000,4050000,1987,-1,3301216.51,0,0,0,0,0,0,0,0,0,1,0,0,0,1.58575,0
"12070","Retail Unanchored",1997-12-01,2007-12-01,804530.79,1.1e+07,4e+06,1981,-1,3208089.74,0,0,0,0,0,0,0,0,0,0,1,0,0,1.08575,0
"12071","Retail Unanchored",1997-11-01,2007-11-01,377526.67,5300000,3975000,1995,-1,3302764.03,0,0,0,0,0,0,0,0,0,0,1,0,0,2.25075,0
"12072","Retail Unanchored",1997-08-01,2007-08-01,402488.02,4730000,3547500,1988,-1,3192499.79,0,0,0,0,0,0,0,0,0,0,1,0,0,1.99075,0
"12073","Retail Anchored",1998-01-01,2008-01-01,790850.63,5200000,3500000,1987,-1,2803122.35,0,0,0,0,0,0,0,0,0,1,0,0,0,1.16575,0
"12074","Retail Unanchored",1998-01-01,2008-01-01,471609,5e+06,3350000,1987,-1,2938289.75,0,0,0,0,0,0,0,0,0,0,1,0,0,1.34575,0
"12075","Retail Anchored",1997-12-01,2007-12-01,604347.16,5600000,3150000,1965,-1,1490310.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1.37575,0
"12076","Retail Anchored",1997-12-01,2007-12-01,459079.5,4150000,3125000,1986,-1,2758203.87,0,0,0,0,0,0,0,0,0,1,0,0,0,1.46575,0
"12077","Retail Unanchored",1997-11-01,2007-11-01,294294,3780000,3e+06,1987,-1,2678245.53,0,0,0,0,0,0,0,0,0,0,1,0,0,1.89575,0
"12078","Retail Unanchored",1997-11-01,2007-11-01,203118.52,4440000,3e+06,1963,-1,2480359.13,0,0,0,0,0,0,0,0,0,0,1,0,0,2.07575,0
"12079","Retail Anchored",1997-11-01,2007-11-01,419042.11,4400000,3e+06,1976,-1,2460458.87,0,0,0,0,0,0,0,0,0,1,0,0,0,1.79575,0
"12080","Retail Unanchored",1997-01-01,2007-01-01,377422,4050000,2970000,1966,-1,2495092.71,0,0,0,0,0,0,0,0,0,0,1,0,0,2.19075,0
"12081","Retail Unanchored",1998-01-01,2008-01-01,812765.84,4300000,2850000,1970,-1,2348820.74,0,0,0,0,0,0,0,0,0,0,1,0,0,2.10075,0
"12082","Retail Anchored",1997-06-01,2007-06-01,321770.11,4300000,2800000,1989,-1,2382674.15,0,0,0,0,0,0,0,0,0,1,0,0,0,2.24075,0
"12083","Retail Anchored",1997-11-01,2007-11-01,311048.01,3550000,2675000,1961,-1,1879884.23,0,0,0,0,0,0,0,0,0,1,0,0,0,1.84075,0
"12084","Retail Unanchored",1997-10-01,2007-10-01,415048.8,3570000,2500000,1958,-1,2109085.01,0,0,0,0,0,0,0,0,0,0,1,0,0,2.59075,0
"12085","Retail Unanchored",1997-10-01,2007-10-01,452196,4195000,2450000,1988,-1,2055151.5,0,0,0,0,0,0,0,0,0,0,1,0,0,2.38075,0
"12086","Retail Anchored",1998-01-01,2008-01-01,269054,3e+06,1846000,1964,-1,1632321.12,0,0,0,0,0,0,0,0,0,1,0,0,0,1.59075,0
"12087","Retail Unanchored",1998-01-01,2008-01-01,92424,770000,570000,1982,-1,470302.6,0,0,0,0,0,0,0,0,0,0,1,0,0,2.14075,0
"12088","Retail Unanchored",1997-02-01,2007-02-01,320603.39,3330000,2410000,1996,-1,2195825.55,0,0,0,0,0,0,0,0,0,0,1,0,0,2.06075,0
"12089","Retail Unanchored",1997-05-01,2004-05-01,342783,3400000,2400000,1974,-1,2208546.02,0,0,0,0,0,0,0,0,0,0,1,0,0,2.74075,0
"12090","Retail Unanchored",1997-12-01,2007-12-01,422196.38,3200000,2350000,1985,-1,1906694.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.46575,0
"12091","Retail Unanchored",1998-02-01,2008-02-01,338312.12,3400000,2300000,1984,-1,2019609.04,0,0,0,0,0,0,0,0,0,0,1,0,0,1.50575,0
"12092","Retail Anchored",1997-12-01,2007-12-01,279575,2820000,2256000,1990,-1,1986419.88,0,0,0,0,0,0,0,0,0,1,0,0,0,1.34575,0
"12093","Retail Unanchored",1997-07-01,2007-07-01,430164.6,3300000,2250000,1978,-1,1897765.79,0,0,0,0,0,0,0,0,0,0,1,0,0,2.15075,0
"12094","Retail Unanchored",1997-07-01,2007-07-01,271720.37,2740000,1950000,1996,-1,1776357.93,0,0,0,0,0,0,0,0,0,0,1,0,0,2.18075,0
"12095","Retail Anchored",1997-11-01,2007-11-01,251174.15,2575000,1925000,1987,-1,1574650.33,0,0,0,0,0,0,0,0,0,1,0,0,0,1.68075,0
"12096","Retail Unanchored",1997-08-01,2007-08-01,332551.94,2400000,1800000,1986,-1,1514944.88,0,0,0,0,0,0,0,0,0,0,1,0,0,2.47075,0
"12097","Retail Unanchored",1997-11-01,2007-11-01,215163,2300000,1725000,1994,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.3829792,0
"12098","Retail Unanchored",1998-01-01,2008-01-01,197360.42,2185000,1700000,1986,-1,1371162.18,0,0,0,0,0,0,0,0,0,0,1,0,0,1.39575,0
"12099","Retail Unanchored",1997-10-01,2007-10-01,213092.51,2100000,1460000,1978,-1,1216775.1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.15075,0
"12100","Retail Unanchored",1997-07-01,2007-07-01,219608.54,1900000,1300000,1976,-1,1109679.6,0,0,0,0,0,0,0,0,0,0,1,0,0,2.65075,0
"12101","Retail Unanchored",1997-11-01,2007-11-01,150796.56,1420000,1010000,1988,-1,910374.68,0,0,0,0,0,0,0,0,0,0,1,0,0,2.28075,0
"12102","Retail Unanchored",1997-12-01,2007-12-01,157711.09,1300000,850000,1987,-1,712774.02,0,0,0,0,0,0,0,0,0,0,1,0,0,2.46575,0
"12103","Limited Service Hotel",1997-09-01,2004-09-01,5090880,42500000,29350000,1974,-1,26539867.56,0,0,0,1,0,0,0,0,0,0,0,0,0,2.21575,0
"12104","Limited Service Hotel",1997-05-01,2007-05-01,1401995.36,12700000,7435669,1959,-1,6364032.85,0,0,0,1,0,0,0,0,0,0,0,0,0,2.31075,0
"12105","Limited Service Hotel",1997-12-01,2007-12-01,655506,7e+06,5e+06,1983,-1,4115113.42,0,0,0,1,0,0,0,0,0,0,0,0,0,1.95075,0
"12106","Limited Service Hotel",1997-11-01,2007-11-01,536054.53,3635000,2500000,1971,-1,1805207.03,0,0,0,1,0,0,0,0,0,0,0,0,0,2.66575,0
"12107","Limited Service Hotel",1997-06-01,2007-06-01,358766,3525000,2500000,1972,-1,1868487.58,0,0,0,1,0,0,0,0,0,0,0,0,0,2.84075,0
"12108","Limited Service Hotel",1998-01-01,2008-01-01,491656.85,3950000,2050000,1987,-1,1686591.06,0,0,0,1,0,0,0,0,0,0,0,0,0,2.06575,0
"12109","Limited Service Hotel",1997-07-01,2007-07-01,433402,2050000,1400500,1985,-1,1038436.55,0,0,0,1,0,0,0,0,0,0,0,0,0,2.88075,0
"12110","Industrial",1998-02-01,2005-02-01,3130441.78,29200000,23320000,1994,-1,21495790.61,0,0,1,0,0,0,0,0,0,0,0,0,0,1.35575,0
"12111","Industrial",1998-02-01,2005-02-01,3033456.64,25800000,20600000,1990,-1,18988563.08,0,0,1,0,0,0,0,0,0,0,0,0,0,1.35575,0
"12112","Office",1997-11-01,2007-11-01,1353105,14600000,10200000,1993,-1,8380138.27,0,0,0,0,0,0,0,1,0,0,0,0,0,1.83075,0
"12113","Office",1997-12-01,2007-12-01,891063,7100000,5260000,1890,-1,4688625.41,0,0,0,0,0,0,0,1,0,0,0,0,0,1.84075,0
"12114","Office",1998-01-01,2008-01-01,1089333.31,6500000,5200000,1929,-1,4255881.24,0,0,0,0,0,0,0,1,0,0,0,0,0,1.88575,0
"12115","Office",1997-12-01,2007-12-01,663210.87,6655000,3850000,1936,-1,3182758.48,0,0,0,0,0,0,0,1,0,0,0,0,0,2.00575,0
"12116","Office",1997-12-01,2007-12-01,493473.92,4800000,3700000,1980,-1,3298878.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1.89575,0
"12117","Office",1997-11-01,2006-11-01,549797.09,4165000,3100000,1962,-1,2809987.97,0,0,0,0,0,0,0,1,0,0,0,0,0,1.79075,0
"12118","Office",1997-09-01,2007-09-01,299318.73,3800000,2400000,1984,-1,2007309.77,0,0,0,0,0,0,0,1,0,0,0,0,0,2.00075,0
"12119","Office",1997-12-01,2007-12-01,607098.71,3200000,2100000,1937,-1,1716048.28,0,0,0,0,0,0,0,1,0,0,0,0,0,1.70575,0
"12120","Office",1998-01-01,2008-01-01,298521.55,2750000,2013000,1984,-1,1751916.35,0,0,0,0,0,0,0,1,0,0,0,0,0,1.40575,0
"12121","Office",1998-01-01,2005-01-01,344181.79,3e+06,2e+06,1977,-1,1770446.65,0,0,0,0,0,0,0,1,0,0,0,0,0,1.67575,0
"12122","Office",1997-12-01,2007-12-01,223881,2750000,1400000,1994,-1,1149232.45,0,0,0,0,0,0,0,1,0,0,0,0,0,1.83575,0
"12123","Office",1997-11-01,2004-11-01,142320.62,1800000,1120000,1960,-1,999360.24,0,0,0,0,0,0,0,1,0,0,0,0,0,1.89075,0
"12124","Office",1997-05-01,2007-05-01,129990.3,1100000,682150,1986,-1,590721.62,0,0,0,0,0,0,0,1,0,0,0,0,0,2.77075,0
"12125","Healthcare",1997-12-01,2007-12-01,2292942.69,15200000,1.1e+07,1969,-1,9134914.27,0,1,0,0,0,0,0,0,0,0,0,0,0,2.26575,0
"12126","Healthcare",1997-10-01,2007-10-01,1894549.96,15400000,10500000,1970,-1,8952597.62,0,1,0,0,0,0,0,0,0,0,0,0,0,2.76575,0
"12127","Healthcare",1998-01-01,2008-01-01,1256396.94,1.5e+07,5e+06,1984,-1,4188290.9,0,1,0,0,0,0,0,0,0,0,0,0,0,2.45575,0
"12128","Healthcare",1997-12-01,2007-12-01,2155418.12,11400000,4500000,1975,-1,3635728.64,0,1,0,0,0,0,0,0,0,0,0,0,0,1.32575,0
"12129","Healthcare",1997-07-01,2007-07-01,722875.91,4835000,3500000,1922,-1,2987208.49,0,1,0,0,0,0,0,0,0,0,0,0,0,2.57075,0
"12130","Healthcare",1997-12-01,2007-12-01,646881.34,4700000,3e+06,1975,-1,2115290.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1.99575,0
"12131","Healthcare",1998-01-01,2008-01-01,216586,3600000,1750000,1977,-1,1432558.78,0,1,0,0,0,0,0,0,0,0,0,0,0,1.86775,0
"12132","Healthcare",1997-05-01,2007-05-01,265137,2400000,1625000,1959,-1,1406141.88,0,1,0,0,0,0,0,0,0,0,0,0,0,2.61575,0
"12133","Retail Unanchored",1997-11-01,2007-11-01,459028,4560000,2853000,1997,-1,2042282.66,0,0,0,0,0,0,0,0,0,0,1,0,0,2.34575,0
"12134","Retail Unanchored",1997-11-01,2007-11-01,584101,4150000,2775000,1995,-1,1816252.01,0,0,0,0,0,0,0,0,0,0,1,0,0,2.34575,0
"12135","Retail Unanchored",1997-11-01,2007-11-01,582150,4220000,2759000,1995,-1,1974995.52,0,0,0,0,0,0,0,0,0,0,1,0,0,2.34575,0
"12136","Retail Unanchored",1997-11-01,2007-11-01,556109,3980000,2639000,1996,-1,1889094.38,0,0,0,0,0,0,0,0,0,0,1,0,0,2.34575,0
"12137","Retail Unanchored",1997-11-01,2007-11-01,440307,4110000,2536000,1996,-1,1815363,0,0,0,0,0,0,0,0,0,0,1,0,0,2.34575,0
"12138","Retail Unanchored",1997-11-01,2007-11-01,620267,4e+06,2528000,1996,-1,1809635.74,0,0,0,0,0,0,0,0,0,0,1,0,0,2.34575,0
"12139","Retail Unanchored",1997-11-01,2007-11-01,506310,4110000,2504000,1996,-1,1725246.3,0,0,0,0,0,0,0,0,0,0,1,0,0,2.34575,0
"12140","Retail Unanchored",1997-11-01,2007-11-01,476396,3990000,2342000,1996,-1,1676490.03,0,0,0,0,0,0,0,0,0,0,1,0,0,2.34575,0
"12141","Retail Unanchored",1997-11-01,2007-11-01,559112,5030000,3210000,1994,-1,2297836.55,0,0,0,0,0,0,0,0,0,0,1,0,0,2.34575,0
"12142","Retail Unanchored",1997-11-01,2007-11-01,566166.7,4710000,3195000,1995,-1,2287099.28,0,0,0,0,0,0,0,0,0,0,1,0,0,2.34575,0
"12143","Retail Unanchored",1997-11-01,2007-11-01,569858,4540000,3091000,1993,-1,2212652.59,0,0,0,0,0,0,0,0,0,0,1,0,0,2.34575,0
"12144","Retail Unanchored",1997-11-01,2007-11-01,767708,4720000,3015000,1994,-1,1847283.16,0,0,0,0,0,0,0,0,0,0,1,0,0,2.34575,0
"12145","Self Storage",1997-01-01,2007-01-01,610978.14,5440000,4080000,1995,-1,3439650.8,0,0,0,0,0,0,0,0,0,0,0,1,0,2.32075,0
"12146","Other",1997-11-01,2007-11-01,597574,5640000,3280000,1995,-1,2731024.23,0,0,0,0,0,0,0,0,1,0,0,0,0,2.30075,0
"12147","Multi-family",1998-04-09,2013-05-01,4021482,3.6e+07,2.8e+07,1976,0.9668,21485419.58,0,0,0,0,0,0,1,0,0,0,0,0,0,1.25891,0
"12148","Multi-family",1998-02-25,2008-03-01,2089662,3.2e+07,20100000,1970,1,17540660.41,0,0,0,0,0,0,1,0,0,0,0,0,0,1.39658,0
"12149","Multi-family",1998-06-22,2005-07-01,1766070.65,2.1e+07,16450000,1983,0.9736,15078967.01,0,0,0,0,0,0,1,0,0,0,0,0,0,1.07745,0
"12150","Multi-family",1998-02-27,2008-03-01,1709352.26,2.1e+07,16400000,1995,0.9593,14258268.81,0,0,0,0,0,0,1,0,0,0,0,0,0,1.136595,0
"12151","Multi-family",1998-06-30,2008-07-01,1037654,10100000,7317000,1985,0.972,6352508.69,0,0,0,0,0,0,1,0,0,0,0,0,0,1.21675,0
"12152","Multi-family",1998-06-30,2008-07-01,518275,4020000,3241000,1980,0.9801,2825152.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.36675,0
"12153","Multi-family",1998-06-30,2008-07-01,478185,4330000,3045000,1974,0.96,2430495.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1.31675,0
"12154","Multi-family",1998-06-30,2008-07-01,305203,3750000,2600000,1981,0.95,2266397.54,0,0,0,0,0,0,1,0,0,0,0,0,0,1.36675,0
"12155","Multi-family",1997-12-24,2008-01-01,457139,4600000,3622500,-1,0.9697,3176726.36,0,0,0,0,0,0,1,0,0,0,0,0,0,1.30956,0
"12156","Multi-family",1997-12-24,2008-01-01,412695,4100000,3275000,-1,0.9823,2871988.37,0,0,0,0,0,0,1,0,0,0,0,0,0,1.30956,0
"12157","Multi-family",1997-12-24,2008-01-01,412174,3300000,2640000,1956,1,2315130.07,0,0,0,0,0,0,1,0,0,0,0,0,0,1.30956,0
"12158","Multi-family",1997-12-24,2008-01-01,370048,3100000,2422500,1930,1,2124394.45,0,0,0,0,0,0,1,0,0,0,0,0,0,1.30956,0
"12159","Multi-family",1997-12-24,2008-01-01,114354,1100000,8e+05,1940,0.9677,644131.76,0,0,0,0,0,0,1,0,0,0,0,0,0,1.30956,0
"12160","Multi-family",1997-12-24,2008-01-01,100005,1e+06,640000,1962,0.982962963,515305.46,0,0,0,0,0,0,1,0,0,0,0,0,0,1.30956,0
"12161","Multi-family",1998-05-22,2008-06-01,1206242,15600000,12400000,1930,0.95,10888567.98,0,0,0,0,0,0,1,0,0,0,0,0,0,1.47033,0
"12162","Multi-family",1998-03-03,2008-04-01,1563272,17800000,12264000,1930,0.9872,10655188.35,0,0,0,0,0,0,1,0,0,0,0,0,0,1.07551,0
"12163","Multi-family",1997-06-30,2007-07-01,1516193.46,1.6e+07,1.2e+07,-1,0.9133,10797568.26,0,0,0,0,0,0,1,0,0,0,0,0,0,1.69175,0
"12164","Multi-family",1998-02-20,2008-03-01,1395641.84,14800000,11800000,-1,0.949,10239588.39,0,0,0,0,0,0,1,0,0,0,0,0,0,1.15624,0
"12165","Multi-family",1998-04-21,2008-05-01,1455586.85,15600000,9950000,1974,0.965,8648257.54,0,0,0,0,0,0,1,0,0,0,0,0,0,1.107315,0
